date,maximum_2m_air_temperature,mean_2m_air_temperature,mean_sea_level_pressure,minimum_2m_air_temperature,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m
2019-02-26,301.20672607421875,293.7782897949219,101166.1328125,286.7791442871094,1.2721866369247437e-06,1.8396185636520386,-0.8498051762580872
2019-02-27,302.8163146972656,295.5340270996094,101192.2109375,287.5125732421875,0.0,1.6978565454483032,0.6285209059715271
2019-02-28,302.1067199707031,294.5318298339844,101324.4453125,286.1646728515625,0.0,1.8587504625320435,0.7919887900352478
2019-03-01,302.125,295.1351623535156,101419.875,285.98211669921875,0.0,-0.3379249572753906,-0.4411264657974243
2019-03-02,301.96661376953125,295.7206115722656,101429.9375,289.4855651855469,5.350075662136078e-05,1.0492862462997437,-2.9952852725982666
2019-03-03,303.5694580078125,296.2842102050781,101241.4921875,289.16790771484375,6.426125764846802e-07,1.8884682655334473,-1.813949704170227
2019-03-04,301.77703857421875,295.19024658203125,101304.2421875,289.4324645996094,3.248825669288635e-05,1.3705500364303589,-2.7450926303863525
2019-03-05,301.75677490234375,294.3468933105469,101611.6953125,288.9174499511719,0.014519669115543365,-1.5510615110397339,-1.7851992845535278
2019-03-06,299.1021423339844,294.26934814453125,101964.46875,290.2370910644531,0.0004055127501487732,-0.7727862000465393,-1.8911787271499634
2019-03-07,300.5111083984375,294.36212158203125,101519.21875,288.6111755371094,0.0019089393317699432,0.2234521061182022,-0.5054752826690674
2019-03-08,299.3309326171875,293.5640563964844,101408.9609375,289.59100341796875,0.007442714646458626,-0.7958710789680481,-0.8102776408195496
2019-03-09,298.21051025390625,292.6690979003906,101555.9609375,288.470458984375,0.00010439753532409668,0.8262616991996765,-2.2741692066192627
2019-03-10,299.5497741699219,293.7176513671875,101643.2734375,287.9301452636719,0.005628618411719799,-1.9430338144302368,-1.265376329421997
2019-03-11,293.81170654296875,291.30316162109375,101974.0859375,289.0645446777344,0.00828145258128643,-2.3065664768218994,-0.6468101143836975
2019-03-12,296.8927001953125,292.0867004394531,101878.6875,287.9338073730469,0.0006705885753035545,-1.2936574220657349,-2.9458799362182617
2019-03-13,300.62939453125,294.1883239746094,101762.3203125,287.4511413574219,5.2873045206069946e-05,-0.7511510252952576,-0.22613807022571564
2019-03-14,301.85101318359375,294.7760925292969,101720.6875,288.05804443359375,0.0,-2.708744764328003,0.5669970512390137
2019-03-15,298.96612548828125,292.1239013671875,101906.9453125,285.9320983886719,0.0,-2.8488712310791016,-0.12091919034719467
2019-03-16,299.7808837890625,292.9540100097656,101631.4765625,285.4927673339844,2.495013177394867e-05,-1.360958218574524,-0.07364213466644287
2019-03-17,299.5690002441406,293.7160339355469,101391.9921875,287.4823913574219,0.00010799430310726166,0.8617940545082092,0.2174154669046402
2019-03-18,300.1244201660156,294.0521240234375,101402.6015625,287.02752685546875,0.0015506986528635025,0.5704072117805481,0.9436971545219421
2019-03-19,300.4273681640625,293.6691589355469,101349.2109375,286.58148193359375,4.552677273750305e-05,0.645199716091156,-0.9604691863059998
2019-03-20,301.7368469238281,294.3219299316406,101209.3984375,286.6276550292969,4.628673195838928e-07,1.4253811836242676,-0.7958365082740784
2019-03-21,302.0491027832031,294.7667541503906,101237.65625,286.5707702636719,0.0,0.9763659834861755,-0.4191727340221405
2019-03-22,299.3673095703125,293.1874694824219,101770.7734375,288.4241638183594,0.0007135067135095596,-2.590208053588867,-2.3912911415100098
2019-03-23,297.6609802246094,292.14996337890625,101950.7734375,287.3370056152344,3.4634023904800415e-05,-1.8315147161483765,-3.1912269592285156
2019-03-24,299.0326232910156,292.74395751953125,101747.625,287.57861328125,0.0011914726346731186,1.2116097211837769,-1.8963356018066406
2019-03-25,301.7215881347656,294.695556640625,101290.3984375,287.80572509765625,0.0001793336123228073,2.353889226913452,-0.3277466893196106
2019-03-26,302.111083984375,294.9119567871094,101508.4296875,287.8143310546875,0.0,-1.844168782234192,-0.5958633422851562
2019-03-27,297.3969421386719,292.6434020996094,102138.6484375,289.5423583984375,0.0007647834718227386,0.27502354979515076,-4.100862979888916
2019-03-28,301.5745849609375,293.93377685546875,101820.5703125,288.445556640625,3.987550735473633e-05,1.9352113008499146,-1.2206560373306274
2019-03-29,303.03515625,295.1923522949219,101547.3125,288.80615234375,0.0,0.1758383959531784,0.6250014305114746
2019-03-30,301.0109558105469,293.79638671875,101744.8984375,287.34674072265625,0.0001520402729511261,-0.40956005454063416,-0.9071561694145203
2019-03-31,301.36468505859375,294.06964111328125,101600.8125,287.1076965332031,9.389594197273254e-06,0.005309005733579397,-1.6370574235916138
2019-04-01,300.58807373046875,293.73016357421875,101648.3359375,289.44671630859375,0.0008469540625810623,0.8355936408042908,0.562686026096344
