date,precipitation
2015-06-18,0.0
2015-06-19,0.0
2015-06-20,0.2604707988259463
2015-06-21,0.0
2015-06-22,3.279471177112483
2015-06-23,0.0
2015-06-24,0.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-03,0.0
2015-07-04,0.0
2015-07-05,0.0
2015-07-06,0.0
2015-07-07,0.0
2015-07-08,0.0
2015-07-09,0.0
2015-07-10,0.0
2015-07-11,0.0
2015-07-12,0.0
2015-07-13,0.0
2015-07-14,0.0
2015-07-15,0.0
2015-07-16,0.0
2015-07-17,0.0
2015-07-18,0.0
2015-07-19,0.0
2015-07-20,0.0
2015-07-21,0.0
2015-07-22,0.0
2015-07-23,0.0
2015-07-24,0.0
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,0.0
2015-07-28,0.0
2015-07-29,0.0
2015-07-30,0.0
2015-07-31,0.0
2015-08-01,0.0
2015-08-02,0.0
2015-08-03,0.0
2015-08-04,0.0
2015-08-05,0.0
2015-08-06,0.0
2015-08-07,0.0
2015-08-08,0.0
2015-08-09,0.0
2015-08-10,0.0
2015-08-11,0.0
2015-08-12,0.0
2015-08-13,0.0
2015-08-14,0.0
2015-08-15,0.0
2015-08-16,0.0
2015-08-17,0.0
2015-08-18,0.0
2015-08-19,0.0
2015-08-20,0.0
2015-08-21,0.0
2015-08-22,1.1854833874502642
2015-08-23,0.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,0.16330660271385578
2015-09-01,0.0
2015-09-02,0.0
2015-09-03,9.752486210935054
2015-09-04,0.2042670508955528
2015-09-05,16.207109164648948
2015-09-06,0.0
2015-09-07,0.0
2015-09-08,0.0
2015-09-09,0.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,0.0
2015-09-15,0.04085426804196693
2015-09-16,0.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,3.7637311621644742
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,6.712510125228796
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,3.747282763558599
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,1.7457762472504974
2015-10-14,4.472180601357797
2015-10-15,4.5949431087337995
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,1.75934007879495
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-24,4.142053908038744
2015-10-25,0.0
2015-10-26,5.396568064238208
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,3.653598096231322
2015-11-07,0.6707170766311424
2015-11-08,0.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,5.550911343412207
2015-11-17,11.101822686824415
2015-11-18,15.368702174589783
2015-11-19,11.101822686824415
2015-11-20,11.101822686824415
2015-11-21,8.181491877214933
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,7.666692307990756
2015-11-29,0.13837247750824497
2015-11-30,0.0
2015-12-01,8.500251342272179
2015-12-02,6.179086947157416
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,6.766034268864189
2015-12-08,4.8051233567910305
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,27.565072026575898
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,0.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-17,5.475403615494682
2015-12-18,4.882648398699812
2015-12-19,0.0
2015-12-20,0.0
2015-12-21,7.785044562304755
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,5.25706138033603
2015-12-25,0.07684138002509104
2015-12-26,0.0
2015-12-27,7.556581797158231
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-01,0.0
2016-01-02,9.258535447789175
2016-01-03,0.0
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,28.844457153699217
2016-01-09,28.844457153699217
2016-01-10,14.04141308764257
2016-01-11,18.74910623399446
2016-01-12,29.45232341132877
2016-01-13,11.087541394941681
2016-01-14,24.467444473637617
2016-01-15,0.40517021619280696
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,5.053375259928302
2016-01-21,0.0
2016-01-22,55.40976750412816
2016-01-23,0.7855286339189004
2016-01-24,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,0.0
2016-01-28,0.0
2016-01-29,0.0
2016-01-30,0.0
2016-01-31,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.7823747806578676
2016-02-04,0.0
2016-02-05,7.877124086292187
2016-02-06,7.805859548713776
2016-02-07,0.2598954399077312
2016-02-08,9.808055936889334
2016-02-09,4.209657926233827
2016-02-10,0.0
2016-02-11,0.0
2016-02-12,0.0
2016-02-13,0.0
2016-02-14,12.199099653691007
2016-02-15,0.7827202882781525
2016-02-16,0.0
2016-02-17,11.938365912104416
2016-02-18,6.025992109068797
2016-02-19,0.0
2016-02-20,0.0
2016-02-21,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,12.28544769148967
2016-02-25,7.8691477521490825
2016-02-26,6.523948923269825
2016-02-27,0.0
2016-02-28,0.0
2016-02-29,0.0
2016-03-01,5.543467391049129
2016-03-02,0.0
2016-03-03,0.0
2016-03-04,0.0
2016-03-05,12.02591745975532
2016-03-06,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,22.484255466569724
2016-03-10,10.406018674527804
2016-03-11,5.300712773914603
2016-03-12,0.0
2016-03-13,0.0
2016-03-14,17.65759328703034
2016-03-15,1.7230266726701544
2016-03-16,0.0
2016-03-17,15.19876760876493
2016-03-18,0.0
2016-03-19,0.0
2016-03-20,0.0
2016-03-21,0.0
2016-03-22,0.15993612175214741
2016-03-23,13.594533130410909
2016-03-24,0.0
2016-03-25,0.0
2016-03-26,0.0
2016-03-27,7.478904294646964
2016-03-28,3.596524933120838
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,9.00654937242882
2016-04-01,0.0
2016-04-02,0.0
2016-04-03,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,0.28204613624924024
2016-04-07,0.0
2016-04-08,0.0
2016-04-09,0.0
2016-04-10,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-16,0.0
2016-04-17,0.0
2016-04-18,0.7108104605164112
2016-04-19,0.0
2016-04-20,3.5257026459723018
2016-04-21,3.20698473259876
2016-04-22,0.0
2016-04-23,0.0
2016-04-24,0.0
2016-04-25,0.0
2016-04-26,13.340600239694027
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-04-30,0.0
2016-05-01,3.3792791869809333
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,14.378149032099408
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,3.105448687317084
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,3.2095865971426605
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,1.8459830030035742
2016-06-13,6.789419813101858
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,5.802158487564655
2016-07-26,0.17002375324464375
2016-07-27,0.0
2016-07-28,0.0
2016-07-29,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.0
2016-08-06,0.0
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.47570024335933236
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,0.0
2016-09-18,1.9263650811033055
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.0
2016-09-23,0.0
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,5.065151884342436
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,0.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-08,2.019274828042999
2016-10-09,0.9646728069623146
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-15,6.788422066993932
2016-10-16,0.0
2016-10-17,0.0
2016-10-18,10.3363087417792
2016-10-19,15.137803723512384
2016-10-20,10.3363087417792
2016-10-21,8.08102774089689
2016-10-22,9.755501290768834
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,0.0
2016-10-26,16.251704741930382
2016-10-27,0.0
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.0
2016-10-31,0.8112314412215184
2016-11-01,0.0
2016-11-02,11.71178530561326
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,6.474324076396471
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,6.430026140721179
2016-11-09,0.0
2016-11-10,4.048843289556371
2016-11-11,17.22124124547699
2016-11-12,7.292125861014472
2016-11-13,0.0
2016-11-14,6.164619218359571
2016-11-15,15.098956845673762
2016-11-16,5.7945593707128555
2016-11-17,2.2696578877612343
2016-11-18,0.0
2016-11-19,3.7042362576498005
2016-11-20,5.7945593707128555
2016-11-21,10.896142895950657
2016-11-22,3.1161010894390575
2016-11-23,3.1161010894390575
2016-11-24,12.70561717546979
2016-11-25,6.857473075914064
2016-11-26,0.0
2016-11-27,0.85973012428856
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,13.385846170069208
2016-12-01,0.9752823932764139
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,7.640501186876054
2016-12-05,8.23220692036131
2016-12-06,3.038525263016173
2016-12-07,6.426891344912114
2016-12-08,5.3977873218041035
2016-12-09,0.8315674503788205
2016-12-10,5.700794111183746
2016-12-11,8.16443362559177
2016-12-12,2.356949488239713
2016-12-13,15.45782676534954
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,8.338630116053709
2016-12-20,1.9519964416472333
2016-12-21,23.018174301202716
2016-12-22,0.0
2016-12-23,11.509087150601358
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,22.435555971661685
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,7.632419029666055
2017-01-02,0.0
2017-01-03,1.3443688354650065
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,47.78826630972729
2017-01-07,78.37709197563886
2017-01-08,1.7208155806176844
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,0.0
2017-01-13,14.936483712746453
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,8.302309830819025
2017-01-21,3.1844647250148337
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,2.3331272526843154
2017-01-25,0.0
2017-01-26,15.697723533721149
2017-01-27,16.6155503253769
2017-01-28,12.248175565529166
2017-01-29,16.50655279884792
2017-01-30,8.468826363756445
2017-01-31,0.0
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.71131253476841
2017-02-07,0.12164485633404097
2017-02-08,0.0
2017-02-09,2.622437036043612
2017-02-10,16.729691407252517
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,2.7214623040259966
2017-02-14,14.21529536042507
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,0.0
2017-02-20,25.33645676357784
2017-02-21,17.620521064872765
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,0.0
2017-02-25,58.72550896271115
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,52.05315863524948
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.0
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,0.0
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,12.639119781734903
2017-04-07,11.769800250788027
2017-04-08,0.6616378984979194
2017-04-09,6.891780484234554
2017-04-10,12.906043296395591
2017-04-11,7.68800165587858
2017-04-12,0.0
2017-04-13,2.6656513677874316
2017-04-14,6.275543954418042
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,8.933686027487386
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,22.77287288040185
2017-05-15,0.5611858545531279
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.0
2017-06-04,0.0
2017-06-05,2.793072556067919
2017-06-06,0.0
2017-06-07,0.0
2017-06-08,0.0
2017-06-09,0.0
2017-06-10,0.0
2017-06-11,0.0
2017-06-12,0.0
2017-06-13,0.0
2017-06-14,0.0
2017-06-15,0.0
2017-06-16,0.0
2017-06-17,0.0
2017-06-18,0.0
2017-06-19,0.0
2017-06-20,0.04731881723339794
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-24,1.3724472522735598
2017-06-25,0.0
2017-06-26,0.0
2017-06-27,0.0
2017-06-28,0.7764817511424831
2017-06-29,0.0
2017-06-30,0.0
2017-07-01,0.0
2017-07-02,0.0
2017-07-03,0.0
2017-07-04,0.0
2017-07-05,0.0
2017-07-06,0.0
2017-07-07,0.0
2017-07-08,0.0
2017-07-09,0.0
2017-07-10,0.0
2017-07-11,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-14,0.0
2017-07-15,0.0
2017-07-16,0.0
2017-07-17,0.0
2017-07-18,0.0
2017-07-19,0.0
2017-07-20,0.0
2017-07-21,0.0
2017-07-22,0.0
2017-07-23,0.0
2017-07-24,0.0
2017-07-25,0.0
2017-07-26,0.0
2017-07-27,0.0
2017-07-28,0.0
2017-07-29,0.0
2017-07-30,0.0
2017-07-31,0.0
2017-08-01,0.0
2017-08-02,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-05,0.0
2017-08-06,0.0
2017-08-07,0.0
2017-08-08,0.0
2017-08-09,0.0
2017-08-10,0.0
2017-08-11,0.0
2017-08-12,0.0
2017-08-13,0.0
2017-08-14,0.0
2017-08-15,0.0
2017-08-16,0.0
2017-08-17,0.0
2017-08-18,0.0
2017-08-19,0.0
2017-08-20,0.0
2017-08-21,0.0
2017-08-22,0.0
2017-08-23,0.0
2017-08-24,0.0
2017-08-25,0.0
2017-08-26,0.0
2017-08-27,0.0
2017-08-28,0.0
2017-08-29,0.0
2017-08-30,0.0
2017-08-31,0.0
2017-09-01,0.0
2017-09-02,0.0
2017-09-03,0.0
2017-09-04,0.0
2017-09-05,2.3269214070157815
2017-09-06,0.0
2017-09-07,0.0
2017-09-08,0.0
2017-09-09,0.0
2017-09-10,0.0
2017-09-11,0.0
2017-09-12,0.0
2017-09-13,0.0
2017-09-14,0.0
2017-09-15,0.0
2017-09-16,0.0
2017-09-17,0.0
2017-09-18,0.0
2017-09-19,0.0
2017-09-20,0.0
2017-09-21,0.0
2017-09-22,0.0
2017-09-23,0.0
2017-09-24,0.0
2017-09-25,2.209261912665587
2017-09-26,2.118200930670883
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,2.5222726822886146
2017-09-30,4.9940574144490695
2017-10-01,11.971017437898862
2017-10-02,8.601797242024004
2017-10-03,0.0
2017-10-04,0.0
2017-10-05,4.506101087653076
2017-10-06,14.308130931804913
2017-10-07,14.308130931804913
2017-10-08,9.111543429434391
2017-10-09,0.0
2017-10-10,0.0
2017-10-11,0.0
2017-10-12,0.0
2017-10-13,0.0
2017-10-14,0.0
2017-10-15,0.0
2017-10-16,0.0
2017-10-17,0.0
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-21,6.963253882161955
2017-10-22,5.857577133968096
2017-10-23,0.0
2017-10-24,0.0
2017-10-25,5.052374314349117
2017-10-26,0.24876436370675947
2017-10-27,0.5034306828863437
2017-10-28,0.0
2017-10-29,0.0
2017-10-30,0.0
2017-10-31,0.0
2017-11-01,0.0
2017-11-02,0.0
2017-11-03,0.0
2017-11-04,0.0
2017-11-05,0.0
2017-11-06,0.0
2017-11-07,0.0
2017-11-08,0.0
2017-11-09,5.523513724134182
2017-11-10,0.0
2017-11-11,2.9182900131766316
2017-11-12,7.138329907519424
2017-11-13,0.0
2017-11-14,3.569164953759712
2017-11-15,3.569164953759712
2017-11-16,0.0
2017-11-17,0.0
2017-11-18,0.0
2017-11-19,0.0
2017-11-20,0.0
2017-11-21,4.778674788630448
2017-11-22,15.003034968605576
2017-11-23,0.0
2017-11-24,6.5878527836668885
2017-11-25,11.328673420948991
2017-11-26,0.0
2017-11-27,11.941761428805384
2017-11-28,5.970880714402692
2017-11-29,17.912642388657094
2017-11-30,0.0
2017-12-01,0.0
2017-12-02,8.474379231383377
2017-12-03,4.03789213958085
2017-12-04,6.380181598959349
2017-12-05,7.292276827708095
2017-12-06,25.392566309897813
2017-12-07,0.0
2017-12-08,0.0
2017-12-09,0.0
2017-12-10,11.22574581238993
2017-12-11,5.8113246188531305
2017-12-12,12.239072081836714
2017-12-13,9.843957033665516
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,10.825451238625295
2017-12-22,0.0
2017-12-23,0.6452496361374793
2017-12-24,0.5236075949434537
2017-12-25,0.0
2017-12-26,5.222701290760149
2017-12-27,0.0
2017-12-28,5.765562616230846
2017-12-29,4.420969678895559
2017-12-30,6.463631587267786
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,25.96894933717336
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,6.907511916853761
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,0.39542533767944904
2018-01-23,26.30118639630724
2018-01-24,39.6282465876043
2018-01-25,0.0
2018-01-26,6.933361639584277
2018-01-27,33.82887275960244
2018-01-28,6.285893923250802
2018-01-29,15.393421084290024
2018-01-30,13.77445286663468
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-03,1.7868278131420847
2018-02-04,4.707571301507136
2018-02-05,18.159577446654865
2018-02-06,6.164068993175209
2018-02-07,18.801405477449798
2018-02-08,5.583445994519719
2018-02-09,6.164068993175209
2018-02-10,12.328137986350418
2018-02-11,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,2.5370399694151664
2018-02-16,0.0
2018-02-17,0.0
2018-02-18,11.429007079276904
2018-02-19,0.0
2018-02-20,2.367754607143886
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-24,1.6983924883977157
2018-02-25,9.883008744022233
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
