date,no2,tropospheric_no2,o3
2021-08-08,0.0001022114619640033,6.220527936564431e-05,0.12140750205602396
2021-08-09,7.84342939518393e-05,3.8359130428654886e-05,0.12322374115865982
2021-08-10,0.00024107781483415682,0.00022030864944926298,0.12471740619118525
2021-08-11,9.832187641183607e-05,5.55033423099645e-05,0.12403215072222215
2021-08-12,7.450491154798186e-05,3.0655971209802695e-05,0.12663685732128047
2021-08-13,0.0001822668347613725,0.0001354944811155757,0.12894847118087066
2021-08-14,9.27445597243458e-05,3.850882369410544e-05,0.13141580168014844
2021-08-15,7.005755549839484e-05,,0.13149928119699347
2021-08-16,0.00017799077689181563,0.00013913170783609314,0.13225828908310844
2021-08-17,0.0001069730918193966,6.858943241606256e-05,0.12996024841934364
2021-08-18,8.720990658405667e-05,4.7442434136456863e-05,0.1294882717483086
2021-08-19,8.270765142785638e-05,4.284746868754781e-05,0.1280048161560897
2021-08-20,0.00015381228610689658,0.00011339956666606527,0.12806460345238832
2021-08-21,8.970739426482177e-05,5.04038747598276e-05,0.12756730516434722
2021-08-22,9.53728672254965e-05,5.642792577879554e-05,0.13018288907953796
2021-08-23,8.338516850887923e-05,,0.12760201622027123
2021-08-24,8.927428222613948e-05,4.5999566226427485e-05,0.1291602311735632
2021-08-25,0.00017047266703654461,0.0001273594783477476,0.12924357746383006
2021-08-26,0.00015826199312023176,0.00011550990718483532,0.12892676654603435
2021-08-27,9.562671759827928e-05,5.2675676025667506e-05,0.13123905911951078
2021-08-28,7.30105380254391e-05,3.0140689331058522e-05,0.1335881048560173
2021-08-29,0.00019739369643753974,0.0001500744283958472,0.13313088444514362
2021-08-30,9.047910708057192e-05,4.8142717229367e-05,0.1275346898739905
2021-08-31,8.902176398669098e-05,4.2626113992343236e-05,0.12807816797329966
2021-09-01,0.0003306541880373684,0.00028579218626731124,0.12710054561502976
2021-09-02,8.551124519705095e-05,4.088782276301539e-05,0.12562586370182952
2021-09-03,9.691261577583452e-05,5.0433776897665425e-05,0.1270380646873597
2021-09-04,8.411700193131007e-05,3.920180112785943e-05,0.13078340649035566
2021-09-05,8.921089545439279e-05,3.917957827117216e-05,0.1302228769972725
2021-09-06,0.00010426705159083647,,0.12876085538853518
2021-09-07,0.00012948042618452687,,0.13099231391425242
2021-09-08,9.729890150563406e-05,5.388696816185275e-05,0.1328246893669995
2021-09-09,0.0003137314950671322,0.00026748891446912247,0.13092033870586464
2021-09-10,0.0002747663017286529,0.00022907380382946381,0.13205385863071714
2021-09-11,0.000547840846789691,0.0005012891258196906,0.12901527523979486
2021-09-12,0.00019688537188228375,0.0001496016690368174,0.12730329909441016
2021-09-13,0.00018444382476121834,0.00013595306022747735,0.12812191158260705
2021-09-14,0.00010238733770079576,5.0883748024129184e-05,0.12903432235050297
2021-09-15,9.728207219695411e-05,4.632924389347054e-05,0.12962888616945267
2021-09-16,0.00010606695672543181,5.4360772478368464e-05,0.13148324787053484
2021-09-17,0.0005144712587239208,0.00046662912179741084,0.13315372035296008
2021-09-18,0.00015297200768428466,0.00010595064037488917,0.13501466326442355
2021-09-19,7.676920173072075e-05,2.5126098162705784e-05,0.13316802149829826
2021-09-20,8.56366155645657e-05,2.907446023488326e-05,0.13452163801250705
2021-09-21,0.00018352580934319918,0.00013095174927026207,0.13286266936598795
2021-09-22,0.00017869243112092682,0.00013097250063980043,0.1339076235706736
2021-09-23,0.0001297028488180928,8.044917326052e-05,0.13201498669369566
2021-09-24,0.0001150405338123264,6.39383001740218e-05,0.13369302452246046
2021-09-25,0.00010353449366720339,5.3229422557110655e-05,0.1324157518816294
2021-09-26,0.00012502279619631317,7.966983452687446e-05,0.13152829073401123
2021-09-27,0.00010648500362950122,6.290631369052872e-05,0.13362915054527572
2021-09-28,0.00010306937346230944,4.7545232078106833e-05,0.13240810582840812
2021-09-29,,,
2021-09-30,0.00010079607665848498,5.5265934106986694e-05,0.13085285527852
2021-10-01,9.03259708635305e-05,,0.1349850711347847
2021-10-02,7.385012886629004e-05,2.4724430017234714e-05,0.13324503173863467
2021-10-03,0.00011851272805130877,6.728548287003607e-05,0.1293757035184948
2021-10-04,9.413148647977717e-05,4.163194456203327e-05,0.13264318491762905
2021-10-05,0.00010762848842307006,5.622251118184731e-05,0.13127243314784257
2021-10-06,0.00010139970487258406,5.0766913515939395e-05,0.13320382627566116
2021-10-07,9.44182740129428e-05,4.3863344544539665e-05,0.1323467306721257
2021-10-08,7.792876741832853e-05,3.473751603116353e-05,0.13657430232016293
2021-10-09,0.00010250472470556098,4.873104408195474e-05,0.13401118610908586
2021-10-10,0.00013725087716607106,8.407855042926344e-05,0.1355864441200767
2021-10-11,0.0001604352476803569,0.00010778478026030631,0.1322546303358541
2021-10-12,0.00012555633002900757,7.399665871958898e-05,0.1323877136323804
2021-10-13,0.0001103769328624996,5.911655010241705e-05,0.13011164443941378
2021-10-14,,,
2021-10-15,0.00013170649308663333,7.973427121383825e-05,0.1307636048574506
2021-10-16,8.44149800932254e-05,,0.1290222143287836
2021-10-17,7.529047265655455e-05,1.8892617487233733e-05,0.13009751954166932
2021-10-18,0.0003277831278854081,0.0002743319941210282,0.1382822327049079
2021-10-19,0.00014333166091814892,7.827745515895483e-05,0.1377849180164894
2021-10-20,0.00012535399988649384,6.802253617259902e-05,0.1349358737463413
2021-10-21,0.00016785625961192817,0.0001190466212088242,0.12949455708201166
2021-10-22,9.081583719836518e-05,4.045295487531682e-05,0.13065871238870722
2021-10-23,9.958601743842427e-05,4.5521834945325254e-05,0.13098357641745348
2021-10-24,0.00015094636151479957,9.986575793753228e-05,0.13018564533969273
2021-10-25,9.343657026404279e-05,4.392896380681186e-05,0.13052667901587586
2021-10-26,9.715081548759086e-05,,0.12934387367459962
2021-10-27,9.490219576853803e-05,,0.1315093589503165
2021-10-28,0.00010464082258951494,,0.13214119436106317
2021-10-29,9.220632419204119e-05,4.269280395390745e-05,0.1372390279488432
2021-10-30,8.83335981930282e-05,3.352121609080176e-05,0.13343346433408204
2021-10-31,0.0002165900588013,0.0001625106136854217,0.13287010544275213
2021-11-01,8.19863666416099e-05,2.807904266325434e-05,0.13472541271668828
2021-11-02,8.672480988862983e-05,3.0858275224064874e-05,0.130920689869526
2021-11-03,8.141289802795981e-05,2.534610734635371e-05,0.13165531486081652
2021-11-04,0.00011022415365040008,5.757634570217353e-05,0.1330759081138648
2021-11-05,9.281256930313939e-05,4.086282703142062e-05,0.13173486106414478
2021-11-06,9.892639054835363e-05,4.3307356614771523e-05,0.13100069791165256
2021-11-07,8.736602872178777e-05,3.7556984744000215e-05,0.132947910406966
2021-11-08,6.774779289900406e-05,,0.1332578826201114
2021-11-09,0.00012939490132698293,7.502649517968962e-05,0.1290929861694044
2021-11-10,8.456766305125244e-05,3.0431626073777396e-05,0.13002781233011543
2021-11-11,0.00010725442617501093,3.914103230353501e-05,0.13046049646293514
2021-11-12,6.788393148911482e-05,1.2178605541733646e-05,0.1306500256773411
2021-11-13,6.303115283115745e-05,8.30844517412134e-06,0.1291403198807141
2021-11-14,6.407353164396989e-05,,0.1313784287953138
2021-11-15,8.488423006001803e-05,,0.12868657273737363
2021-11-16,0.00010480407997212676,4.776238709534754e-05,0.13020219102414982
2021-11-17,8.248412948920338e-05,4.537712046116493e-05,0.13028376745064404
2021-11-18,9.778222830731083e-05,5.858199247184508e-05,0.13049595032767325
2021-11-19,8.40794628658611e-05,3.266304238503876e-05,0.12640518766159453
2021-11-20,8.977326698533858e-05,4.110907202867168e-05,0.12892278632171877
2021-11-21,4.382840888149662e-06,,0.1270704717385448
2021-11-22,8.809729216387349e-05,,0.12703095411078766
2021-11-23,9.665873918066658e-05,4.1376402015156e-05,0.12811851673059027
2021-11-24,7.21202296797504e-05,3.388106068120639e-05,0.12695313057082921
2021-11-25,8.985852843602715e-05,,0.12666374159349197
2021-11-26,,,0.12886495296623465
2021-11-27,7.92370516162669e-05,,0.12699821074803136
2021-11-28,7.308647032338958e-05,1.7983256079859605e-05,0.1250449287124704
2021-11-29,6.716672599829128e-05,2.585144796858128e-06,0.12331716593712656
2021-11-30,9.01252513863628e-05,4.1829986570085265e-05,0.12517252632161383
2021-12-01,9.673017024096835e-05,4.8807862674905024e-05,0.12298816063779237
2021-12-02,7.723251042142966e-05,,0.12318625046895101
2021-12-03,9.564775256856844e-05,4.18993452522999e-05,0.1228002528952708
2021-12-04,7.123718281302734e-05,2.438395470069428e-05,0.12618211431646478
2021-12-05,6.612183262661311e-05,,0.13064123309278172
2021-12-06,8.944883434945956e-05,3.274442843527572e-05,0.12456883201866978
2021-12-07,7.260139144898536e-05,,0.12044071896840036
2021-12-08,9.191439216454507e-05,4.046598325932596e-05,0.12453327984173734
2021-12-09,8.237997290886749e-05,,0.1279362061722432
2021-12-10,7.391138134985464e-05,4.123003987486292e-05,0.12815273059828255
2021-12-11,,,
2021-12-12,3.662599337126132e-05,,0.12587094426249495
2021-12-13,4.5918615913313254e-05,,0.12530559847234946
2021-12-14,8.912522963122045e-05,3.505131938232761e-05,0.12515230057854926
2021-12-15,8.059026352057285e-05,5.5653385518293664e-05,0.12301371173696346
2021-12-16,6.024258874036876e-05,,0.1236687488548317
2021-12-17,0.000107829527198554,,0.12477016798266446
2021-12-18,0.00012092956525511163,,0.12275808964228271
2021-12-19,4.9172175358930755e-05,,0.12360268198569081
2021-12-20,6.623493937094754e-05,,0.12407199953782398
2021-12-21,8.916837583816099e-05,,0.12378460450159176
2021-12-22,8.870901742902862e-05,,0.12317128393215104
2021-12-23,7.71849221197154e-05,3.183263000018355e-05,0.12376493666268022
2021-12-24,6.752944234504485e-05,1.5416126962702968e-05,0.12185618837982562
2021-12-25,6.928098404502873e-05,1.6440472904756772e-05,0.12208521047641038
2021-12-26,7.007744489915532e-05,1.935573719402251e-05,0.1199212653696951
2021-12-27,,,0.12032687644191468
2021-12-28,6.381058295192084e-05,8.573159519153269e-06,0.11898509531065694
2021-12-29,7.46181830857568e-05,3.3244187499412876e-05,0.11924833853948415
2021-12-30,7.020359439723313e-05,1.9219400850843214e-05,0.12274806202655571
2021-12-31,7.460763401655422e-05,,0.12108222437800512
2022-01-01,6.180264111844597e-05,7.761785854283303e-06,0.12329938655589878
2022-01-02,5.804743936445929e-05,9.848652663204036e-06,0.12108566996791285
2022-01-03,6.379373203938593e-05,7.15763992594344e-06,0.12109028514166065
2022-01-04,7.673492566881054e-05,,0.12222509792450498
2022-01-05,7.357006632961953e-05,2.643562963921262e-05,0.12544693696581324
2022-01-06,4.96249089664379e-05,,0.1212489532666554
2022-01-07,9.479182509942422e-05,3.130433132043579e-05,0.11900820762264169
2022-01-08,8.592736040689541e-05,,0.11899427703402703
2022-01-09,7.789065814203112e-05,,0.11784566410320274
2022-01-10,,,
2022-01-11,9.168199433339411e-05,,0.11966531966048753
2022-01-12,0.00018313652377176728,0.0001113490033996918,0.12022432568388706
2022-01-13,0.0002529684511070069,,0.122569975988968
2022-01-14,0.0001283401872845831,8.621195069648629e-05,0.11964784043675067
2022-01-15,7.805875821597483e-05,3.072618761123518e-05,0.11990893422516494
2022-01-16,6.545154487295034e-05,,0.11886953846284169
2022-01-17,9.462005744968497e-05,,0.11959849340866562
2022-01-18,0.00010848515008031458,,0.12155393740944628
2022-01-19,0.00011907457086806994,0.00015250442196942918,0.12013493074437732
2022-01-20,9.43935377788216e-05,,0.12159691175265752
2022-01-21,8.872256353426368e-05,3.863562418250756e-05,0.12140800346040856
2022-01-22,0.00013733221407631304,0.0001106094624200464,0.12439258837940588
2022-01-23,0.0001805355280296224,0.00013229926085094683,0.12136678037746357
2022-01-24,0.0002341273844127657,0.00018480762683171739,0.12036282850924168
2022-01-25,0.0001550441824659303,0.00010803664523831258,0.11908901748009919
2022-01-26,0.00013278486469228462,,0.11519221271933842
2022-01-27,0.00012277753061089652,,0.11687126238218457
2022-01-28,8.987696756681952e-05,4.2250433033480226e-05,0.11655761874765022
2022-01-29,0.00011720979317416649,,0.11842480141377633
2022-01-30,,,0.11608127998021428
2022-01-31,9.869416471551765e-05,4.39280997912962e-05,0.1188540365157768
2022-02-01,0.00010088621134307009,5.345869274568619e-05,0.11542944196596826
2022-02-02,8.616363004917008e-05,4.247058309808622e-05,0.1170022587510348
2022-02-03,8.70606812301603e-05,,0.11748208843937563
2022-02-04,0.0002293924980993195,0.00014407609671885721,0.11806012843291103
2022-02-05,0.0001257568776267742,,0.12136918837698556
2022-02-06,9.23398975560361e-05,,0.12364430806123522
2022-02-07,0.00011536665960186411,6.773743051583027e-05,0.12059666323439529
2022-02-08,8.79735780232945e-05,,0.12209421234885678
2022-02-09,9.658705108213259e-05,5.079969650398835e-05,0.1242332762377348
2022-02-10,7.675679434746891e-05,4.0105017411282875e-05,0.1219649255363104
2022-02-11,0.00012723293624904768,7.300562513583909e-05,0.1246113905015276
2022-02-12,0.0001464031447658788,0.00010101167967756439,0.12138391039050629
2022-02-13,0.00012678188995151688,8.296720431617594e-05,0.12175974605190189
2022-02-14,0.0002141116584763259,0.00016991796304952612,0.12322588457945387
2022-02-15,0.00016653123421841087,0.00015383257649894,0.11931131813991896
2022-02-16,7.950870691603356e-05,,0.1213594366862507
2022-02-17,0.00015720574901074156,,0.1178359688248682
2022-02-18,8.040772912833767e-05,4.023834442727699e-05,0.1206826820155066
2022-02-19,7.910722077730108e-05,4.153250823607883e-05,0.12309803292736753
2022-02-20,4.962615212448104e-05,2.3748531595504853e-05,0.11839536286528665
2022-02-21,,,
2022-02-22,,,
2022-02-23,0.00010177463910231398,,0.12168563283253733
2022-02-24,9.862282783652462e-05,5.5353883476923506e-05,0.12245867282027216
2022-02-25,,,0.11790889616355
2022-02-26,9.134703496784491e-05,3.89054475713517e-05,0.11851822791045656
2022-02-27,9.118011404030459e-05,,0.12079029072124634
2022-02-28,8.576862997322477e-05,,0.11714154885304423
2022-03-01,8.687566149841484e-05,3.947121394153273e-05,0.11975928380527927
2022-03-02,6.938649924965953e-05,4.8529143529626575e-05,0.11813458033433832
2022-03-03,0.00011324354163920861,5.6264069558252396e-05,0.12136580137032661
2022-03-04,7.410821382400438e-05,,0.11986544181828097
2022-03-05,0.0001583642228439119,,0.11944721887527164
2022-03-06,9.837086766419972e-05,4.703504140763007e-05,0.1212153796590603
2022-03-07,8.750270341655211e-05,4.316664928506198e-05,0.12008355121081125
2022-03-08,8.685282767356212e-05,7.080845522542083e-05,0.12011680004950408
2022-03-09,6.943936062518287e-05,,0.11843877748544465
2022-03-10,0.00042170331094777013,0.0004107362404632044,0.12172892062723707
2022-03-11,0.00013865353382867387,6.352550592903518e-05,0.11886366847056803
2022-03-12,0.00013860747875976505,6.180339555438013e-05,0.1192834339612129
2022-03-13,0.00010713034768448182,,0.12225966147635711
2022-03-14,4.0643509727458576e-05,,0.11888439368418531
2022-03-15,7.405053270981852e-05,,0.1212824434731032
2022-03-16,0.00024565078526314035,,0.12102266459022412
2022-03-17,0.00015161985940798662,,0.11952539633703828
2022-03-18,0.00023792383871948025,,0.11908345923648773
2022-03-19,0.00029923364066491683,0.0002619221091383606,0.11720400334588241
2022-03-20,,,
